貼文時間,貼文ID,貼文內容,分享內容,讚數,分享數
2012-04-25 11:37:51+00:00,136845026417486_224111474357507,"【台大整合醫療照護病房】誠徵主治醫師

在2012年底之前。隨著台大醫院東址病房改建完成，駐院醫學科（整合醫療照護病房）將陸續擴編, 因此我們需要更多的主治醫師來投入這個志業。

整合醫療照護病房是從2009年10月開辦，除了致力解決急診超長暫留的問題，也引進美國hospitalist system，希望建立台灣一個新興醫學學科。兩年以來，在病人治療效果、成本效益、病房管理、電子化各方面都有相當好的成績。 

現在整合醫療照護病房要招募新進主治醫師，條件如下：
一、只具主專科，須再一年fellow訓練，才能升Vs。
二、具內科次專科，直接以Vs任用，但視需要接受一些職前訓練。
三、家醫科背景者, 要有家醫專 (有緩和醫療專科優先) 。若有只有3年的家醫專科 要接受一年fellow訓練

Hospitalist在美國已是成熟的制度，目前約20-50％的美國住院病人由Hospitalist負責照護。台灣一向以美國為準，預期這個新興醫療制度未來幾年會在台灣快速成長，正需要有志之士來共同開創新局面。

有意者，請洽台大醫院7D病房主治醫師許甯傑醫師詢問細節。許甯傑醫師信箱: chesthsu@gmail.com",,574,35
2012-03-28 01:43:47+00:00,136845026417486_209012255867429,"中國共產黨看到法輪功就好像看到瘟疫，一定要撲滅。你看我們台灣：南星雲，北聖嚴，東証嚴，西混元，中惟覺，哇喳！比東邪西毒南帝北丐中神通，黨羽還多哩。另外還有妙天、青海無上師、林雲大師、宋七力、星海羅盤葉教授、太極門….等等，台灣已經百毒不侵了，那裏還怕法輪功？所以說：成熟的社會，是見怪不怪的。
註：星雲法師的佛光山，聖嚴法師的法鼓山，証嚴法師的慈濟事業集團，混元法師的廟好像比較小，惟覺法師的中台禪寺，都是台灣百大企業之內。

但是從一個角度看 台灣人心太飢渴了 感覺好像是快要溺水的人 連稻草都抓 所以各門各派都是生意興隆 門庭若市 這是一個社會ㄒㄧㄢ 連稻草都抓 所以各門各派都是生意興隆 門庭若市 這是一個社會現象 需要我ㄇㄣ 所以各門各派都是生意興隆 門庭若市 這是一個社會現象 需要我們去思考",,1033,105
2012-03-25 05:33:23+00:00,136845026417486_207641072671214,"圓桌教育基金會上課筆記
有人問：你相信靈魂的存在嗎？我答：可有可無。該人又問：有或沒有，應該是明確的二選一，為何答案是可有可無？我答：遇到了，就是有。沒遇到，就算「有」也成了「沒有」，所以說「可有可無」。
「因為」不等於「所以」。
景氣不好的時候，還是有賺錢的公司。所以「景氣不好」不是公司不賺錢的唯一原因。
有毅力的改變。知道要改變，但無法有決心去執行，所以改變需要毅力。改變需要毅力，不然這個改變無法持久。
場面話、客套話、恭維話……等，統稱「廢話」，反正不是「真話」就對了。
你可告訴他真話的人，是你愛的人。
會告訴你真話的人，是愛你的人。
原諒別人就是放過自己。
和自己的兒女賭氣，必敗無疑。
真的很有道理，但是不要再講道理了。
婚姻又名「共修」，就是互相修理的意思。
給要離婚的人一個忠告：下一個不會更好。
一個離婚三次男人的結論：這三個女人只是名字不同，其餘都相同。
考卷改完後發下來，我們只會看錯的地方，不會看「對」的地方。人活在世上，也是一場上天發考卷的考試，結果出來時，請一樣只看錯的地方就可以了，不必再看對的地方。因為改正錯誤後，下一次再考，才不會錯的地方再錯一次。
修行三忌，有三種人最難修行，聰明、漂亮（帥）、有錢。我剛好三樣都有。
太聰明的人，往往最後只騙一個人---自己。
草莓族：一碰就壞。
水蜜桃族：還沒碰，擺在那裡，就自己黑掉爛掉了。
啃老族：自己爛掉不算，還會拖父母下水。
相信自己，找回自己。我相信，我接受
我有熱情，因為我相信。
不是有神還是沒神？是相信還是不相信？即使真的有上帝，如果不信，還是沒神。
我認為，我以為，都不是「學問」。「學問」是學著問，要問人，才是學問。
「問診」不是「想診」。要問病人，不要自己想，自己認為，自己以為。
顧客永遠是對的，家人、同事是我們的內部顧客。所以，家人的報怨要處理。
當他的家人，不如當他的朋友。當他的朋友，不如當他的病人。因為我整天在醫院工作。
一切都會過去，包括快樂和痛苦，人生只是一次經歷的機會。",,2385,732
2012-02-14 14:53:37+00:00,136845026417486_188499967918658,"明天（三）晚上的活動，有興趣的朋友歡迎報名參加：
PS：也祝大家情人節快樂！

身為第一線醫生，遇到重症病患該選擇用什麼方式治療，符合家屬的期待成為他們生命的領航者呢？醫生除了醫治民眾不舒服的器官外，還得醫「心」，才能成為病患在接受困難治療時的最大支柱。這個月，我們將從柯文哲醫師身上看到理性醫療環境中的感性，展現醫生除了治療疾病外的附加價值。 

開課日期: 2012/02/15 (三) 19:30 ~ 21:30 
課程狀態: 接受報名 
主持人: 盧世祥 - 財團法人新聞公害防治基金會執行長 
主講人: 柯文哲 - 台大醫院創傷醫學部主任
 
課程地點:  信義學堂（台北市信義路五段100號 B1，松智路交叉口，101斜對面） 
課程費用: 預約報名，免費入場",,562,46
2012-01-06 09:31:41+00:00,136845026417486_338817989479637,謝豐舟教授在台大圖書館的展覽，展出時間往後延了1星期，因此明天星期六是最後1天，大家可以去現場，謝教授也會出現在展場為大家導覽。謝豐舟教授可以說是「人格者」。,柯文哲 shared a Page.,364,9
2012-01-02 11:11:52+00:00,136845026417486_300496149986494,這是謝豐舟教授在退休前夕所規劃的線上展覽，在學界應該也是創舉，謝教授求新求變的特點，由此可見。,,328,15
2011-12-31 01:12:11+00:00,136845026417486_291830310867827,這兩天是謝豐舟教授展覽的最後2天，很豐富且很有意義的展覽，有興趣的朋友可以到台大圖書館參觀，謝教授也會出現在現場。,,400,8
2011-12-25 01:36:10+00:00,136845026417486_163317663770222,【堅持、勇敢的做自己】那些年 竹中教我的事,柯文哲 published a note.,4410,1354
2011-12-17 01:30:27+00:00,136845026417486_204780219605460,,柯文哲 shared a link.,467,38
2011-12-04 02:21:42+00:00,136845026417486_154098654692123,悲觀進取 讓 a 大於一：柯文哲專訪,柯文哲 published a note.,1809,743
2011-11-26 23:24:20+00:00,136845026417486_151047908330531,「熱情」是成為好醫師的秘訣,柯文哲 published a note.,609,106
2011-11-13 02:58:55+00:00,136845026417486_108639432583442,台大醫院最有遠見的謝豐舟教授即將退休，不過還好他會繼續台大校園的跨科系整合工作，繼續通識教育的推廣，繼續為這所大學推廣「宇宙的精神」。從星期一開始，台灣大學圖書館舉辦了謝教授的展覽，在他人生的這個逗點，回顧謝教授過去的努力，也期望他未來要帶給我們更多的驚喜。,,386,14
2011-11-04 10:23:49+00:00,136845026417486_213916315348155,【生死之間】是為黃勝堅醫師之「生死謎藏」一書所寫的序文，也是我51歲時的心境。對照45歲時「回家的路太遠」一文，總算也走出困住自己的迷惘。與大家分享。,柯文哲 shared their note.,655,95
2011-11-02 11:02:04+00:00,136845026417486_282433768458180,這是7年前，也是在我45歲時對生命的迷惘。,柯文哲 shared their note.,608,53
2011-11-02 11:00:44+00:00,136845026417486_141461745955814,【回家的路太遠】柯文哲,柯文哲 published a note.,2428,744
2011-10-30 10:27:02+00:00,136845026417486_211542452251014,每一位病人後面都有一個家庭；救一位病人，也可能是救了一個家庭。,,825,67
2011-10-29 07:53:54+00:00,136845026417486_169286706496744,園丁無法改變春夏秋冬，只能在春夏秋冬之間，讓花朵長得好看一點；醫生也無法改變生老病死；只是讓人在生老病死之間，活得快樂一點，活得好看一點。,,776,58
2011-10-24 14:21:30+00:00,136845026417486_138300516271937,美國明尼蘇達大學是我在32歲時出國進修外科重症照護的地方，也是在那裡第一次接觸到葉克膜。回台灣後，用14年的時間，建立了世界第2大規模的葉克膜團隊。,,4007,77
2011-10-20 15:15:26+00:00,136845026417486_136888406413148,這段時間給我支持的朋友，謝謝你們。,,1050,12
2011-10-20 13:34:06+00:00,136845026417486_262734297096683,張志華主任，謝謝這段時間為我加油。,柯文哲 shared a Page.,381,0
2011-10-20 13:26:44+00:00,136845026417486_309110039103588,醫聲論壇的朋友，謝謝。,,421,22
2011-10-20 13:19:58+00:00,136845026417486_136857316416257,幾年前的蒙古行,,706,5
2011-10-20 13:17:33+00:00,136845026417486_136856609749661,葉克膜的示意圖,,772,69
